myFlowerExperiment | INFO flwr 2024-05-05 17:59:14,463 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-14 21:04:02,949 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-14 21:04:02,949 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 21:04:06,188 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-14 21:04:06,188 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-14 21:04:06,799 | server.py:97 | initial parameters (loss, other metrics): 1.4186687469482422, {'accuracy': 0.19796954095363617}
myFlowerExperiment | INFO flwr 2024-05-14 21:04:06,799 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:04:06,799 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-14 21:04:09,609 | server.py:224 | configure_fit: strategy sampled 2 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:04:29,497 | server.py:238 | aggregate_fit: received 2 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-14 21:04:29,521 | fedavg.py:252 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-14 21:04:30,253 | server.py:129 | fit progress: (1, 1.5277518033981323, {'accuracy': 0.1878172606229782}, 23.454298042008304)
myFlowerExperiment | INFO flwr 2024-05-14 21:04:30,253 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:04:30,810 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-05-14 21:04:30,810 | fedavg.py:283 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-05-14 21:04:30,810 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:04:30,810 | server.py:111 | [ROUND 2]
myFlowerExperiment | INFO flwr 2024-05-14 21:04:30,810 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:04:59,190 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:04:59,812 | server.py:129 | fit progress: (2, 1.4334146976470947, {'accuracy': 0.1878172606229782}, 53.01349116700294)
myFlowerExperiment | INFO flwr 2024-05-14 21:04:59,812 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:05:00,202 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:05:00,202 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:05:00,202 | server.py:111 | [ROUND 3]
myFlowerExperiment | INFO flwr 2024-05-14 21:05:00,202 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:05:27,465 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:05:28,079 | server.py:129 | fit progress: (3, 1.4242242574691772, {'accuracy': 0.25380709767341614}, 81.28033241700905)
myFlowerExperiment | INFO flwr 2024-05-14 21:05:28,079 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:05:28,457 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:05:28,457 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:05:28,457 | server.py:111 | [ROUND 4]
myFlowerExperiment | INFO flwr 2024-05-14 21:05:28,457 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:05:55,991 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:05:56,623 | server.py:129 | fit progress: (4, 1.4204692840576172, {'accuracy': 0.1878172606229782}, 109.82509962499898)
myFlowerExperiment | INFO flwr 2024-05-14 21:05:56,623 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:05:56,975 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:05:56,976 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:05:56,976 | server.py:111 | [ROUND 5]
myFlowerExperiment | INFO flwr 2024-05-14 21:05:56,976 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:06:24,087 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:06:24,679 | server.py:129 | fit progress: (5, 1.4278297424316406, {'accuracy': 0.2918781638145447}, 137.88163316700957)
myFlowerExperiment | INFO flwr 2024-05-14 21:06:24,680 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:06:25,040 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:06:25,040 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:06:25,040 | server.py:111 | [ROUND 6]
myFlowerExperiment | INFO flwr 2024-05-14 21:06:25,040 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:06:52,283 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:06:52,903 | server.py:129 | fit progress: (6, 1.4246119260787964, {'accuracy': 0.2918781638145447}, 166.10536512499675)
myFlowerExperiment | INFO flwr 2024-05-14 21:06:52,903 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:06:53,308 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:06:53,308 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:06:53,308 | server.py:111 | [ROUND 7]
myFlowerExperiment | INFO flwr 2024-05-14 21:06:53,308 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:07:21,684 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:07:22,307 | server.py:129 | fit progress: (7, 1.4181160926818848, {'accuracy': 0.2918781638145447}, 195.50993795901013)
myFlowerExperiment | INFO flwr 2024-05-14 21:07:22,307 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:07:22,646 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:07:22,646 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:07:22,646 | server.py:111 | [ROUND 8]
myFlowerExperiment | INFO flwr 2024-05-14 21:07:22,646 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:07:51,481 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:07:52,200 | server.py:129 | fit progress: (8, 1.418599247932434, {'accuracy': 0.25380709767341614}, 225.4035911670071)
myFlowerExperiment | INFO flwr 2024-05-14 21:07:52,201 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:07:52,596 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:07:52,597 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:07:52,597 | server.py:111 | [ROUND 9]
myFlowerExperiment | INFO flwr 2024-05-14 21:07:52,597 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:08:21,091 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:08:21,710 | server.py:129 | fit progress: (9, 1.4204603433609009, {'accuracy': 0.1878172606229782}, 254.91341883401037)
myFlowerExperiment | INFO flwr 2024-05-14 21:08:21,710 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:08:22,034 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:08:22,034 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:08:22,034 | server.py:111 | [ROUND 10]
myFlowerExperiment | INFO flwr 2024-05-14 21:08:22,034 | server.py:224 | configure_fit: strategy sampled 3 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:08:50,410 | server.py:238 | aggregate_fit: received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,111 | server.py:129 | fit progress: (10, 1.418581247329712, {'accuracy': 0.1878172606229782}, 284.3147759590065)
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,111 | server.py:176 | configure_evaluate: strategy sampled 4 clients (out of 4)
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,501 | server.py:190 | aggregate_evaluate: received 4 results and 0 failures
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,504 | server.py:487 | 
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,504 | server.py:488 | [SUMMARY]
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,504 | server.py:489 | Run finished 10 rounds in 284.70s
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,504 | server.py:492 | History (loss, distributed):
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	('\tround 1: 1.4169769299570276\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 2: 1.3587563332780312\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 3: 1.356729261758851\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 4: 1.356779753331108\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 5: 1.3569755516816515\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 6: 1.35665955090772\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 7: 1.35672376317845\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 8: 1.3565231480664908\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 9: 1.356811210876558\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 10: 1.3569178205333936\n')History (loss, centralized):
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	('\tround 0: 1.4186687469482422\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 1: 1.5277518033981323\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 2: 1.4334146976470947\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 3: 1.4242242574691772\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 4: 1.4204692840576172\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 5: 1.4278297424316406\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 6: 1.4246119260787964\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 7: 1.4181160926818848\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 8: 1.418599247932434\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 9: 1.4204603433609009\n'
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	 '\tround 10: 1.418581247329712\n')History (metrics, centralized):
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	{'accuracy': [(0, 0.19796954095363617),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (1, 0.1878172606229782),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (2, 0.1878172606229782),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (3, 0.25380709767341614),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (4, 0.1878172606229782),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (5, 0.2918781638145447),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (6, 0.2918781638145447),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (7, 0.2918781638145447),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (8, 0.25380709767341614),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (9, 0.1878172606229782),
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:494 | 	              (10, 0.1878172606229782)]}
myFlowerExperiment | INFO flwr 2024-05-14 21:08:51,505 | server.py:495 | 
myFlowerExperiment | INFO flwr 2024-05-16 18:02:17,138 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-16 18:02:17,365 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-16 18:02:17,366 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-16 18:02:17,366 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-16 18:03:35,713 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-16 18:03:35,723 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-16 18:03:35,723 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-16 18:03:35,724 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-17 22:59:49,919 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-17 22:59:49,942 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-17 22:59:49,942 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-17 22:59:49,943 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-18 05:07:58,204 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-18 05:07:58,244 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-18 05:07:58,245 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-18 05:07:58,245 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 16:54:40,914 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-19 16:54:40,951 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-19 16:54:40,952 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-19 16:54:40,952 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 22:45:58,100 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-19 22:45:58,155 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-19 22:45:58,156 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-19 22:45:58,156 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:04:14,134 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:04:14,134 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-19 23:04:17,933 | server.py:97 | initial parameters (loss, other metrics): 1.3786993026733398, {'accuracy': 0.3274111747741699}
myFlowerExperiment | INFO flwr 2024-05-19 23:04:17,934 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-19 23:04:17,934 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-19 23:14:10,717 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-19 23:14:10,764 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-19 23:14:10,765 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-19 23:14:10,765 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:16:01,663 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:16:01,664 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-19 23:16:03,416 | server.py:97 | initial parameters (loss, other metrics): 1.3876938819885254, {'accuracy': 0.2563451826572418}
myFlowerExperiment | INFO flwr 2024-05-19 23:16:03,417 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-19 23:16:03,417 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-19 23:20:50,071 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-19 23:20:50,095 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-19 23:20:50,096 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-19 23:20:50,096 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:25:00,746 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:25:00,746 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-19 23:25:02,430 | server.py:97 | initial parameters (loss, other metrics): 1.4175289869308472, {'accuracy': 0.1928934007883072}
myFlowerExperiment | INFO flwr 2024-05-19 23:25:02,430 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-19 23:25:02,430 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-19 23:40:32,333 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-19 23:40:32,342 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-19 23:40:32,343 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-19 23:40:32,343 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:41:18,484 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:41:18,485 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-19 23:41:20,369 | server.py:97 | initial parameters (loss, other metrics): 1.416812539100647, {'accuracy': 0.2893401086330414}
myFlowerExperiment | INFO flwr 2024-05-19 23:41:20,370 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-19 23:41:20,370 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-19 23:56:21,280 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-19 23:56:21,297 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-19 23:56:21,297 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-19 23:56:21,298 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:57:15,601 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-19 23:57:15,602 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-19 23:57:17,468 | server.py:97 | initial parameters (loss, other metrics): 1.3949488401412964, {'accuracy': 0.29441624879837036}
myFlowerExperiment | INFO flwr 2024-05-19 23:57:17,469 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-19 23:57:17,469 | server.py:111 | [ROUND 1]
myFlowerExperiment | INFO flwr 2024-05-19 23:59:16,867 | app.py:150 | Starting Flower server, config: num_rounds=10, no round_timeout
myFlowerExperiment | INFO flwr 2024-05-19 23:59:16,899 | app.py:163 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2024-05-19 23:59:16,900 | server.py:92 | [INIT]
myFlowerExperiment | INFO flwr 2024-05-19 23:59:16,900 | server.py:279 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-20 00:00:29,743 | server.py:285 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-05-20 00:00:29,744 | server.py:94 | Evaluating initial global parameters
myFlowerExperiment | INFO flwr 2024-05-20 00:00:31,429 | server.py:97 | initial parameters (loss, other metrics): 1.378853678703308, {'accuracy': 0.2918781638145447}
myFlowerExperiment | INFO flwr 2024-05-20 00:00:31,429 | server.py:110 | 
myFlowerExperiment | INFO flwr 2024-05-20 00:00:31,429 | server.py:111 | [ROUND 1]
